name,address,town,district,city,state,postal code,telephone,email,remarks
Sagar Electricals,"147, Govindappa Naicken Street,",,CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9.1984E+11,sagarvinod71@yahoo.in,"147, Govindappa Naicken Street,,"
Saras Multiplex,"13/14, Ramagiri Layout, Taramani Road",Velachery,CHENNAI,CHENNAI-TN,TAMIL NADU,600042,9.18301E+11,saraslights@gmail.com,"13/14, Ramagiri Layout, Taramani Road,Velachery"
Saras Multiplex,"13/14, Ramagiri Layout, Taramani Road",Velachery,CHENNAI,CHENNAI-TN,TAMIL NADU,600042,9.18301E+11,saraslights@gmail.com,"13/14, Ramagiri Layout, Taramani Road,Velachery"
Singhvi Traders,"No.145 AA,Royapettah High Road",Mylapore,CHENNAI,CHENNAI-TN,TAMIL NADU,600004,9.1984E+11,dineshsinghvi98@gmail.com,"No.145 AA,Royapettah High Road,Mylapore"
Sri Jeewan Electricals,L. B. Roadthiruvanmiyur,,CHENNAI,CHENNAI-TN,TAMIL NADU,600041,9.19841E+11,sri_jeewan@yahoo.com,"L. B. Roadthiruvanmiyur,"
Sri Sai Electricals,"New 128 Old 43, Mandaveli Street",Mandaveli,CHENNAI,CHENNAI-TN,TAMIL NADU,600028,9.19842E+11,raju.srisaielectricals@gmail.com,"New 128 Old 43, Mandaveli Street,Mandaveli"
Sri Sai Electricals,"New 128 Old 43, Mandaveli Street",Mandaveli,CHENNAI,CHENNAI-TN,TAMIL NADU,600028,9.19842E+11,raju.srisaielectricals@gmail.com,"New 128 Old 43, Mandaveli Street,Mandaveli"
Star Electric Agencies,"No.354/241, TTK Road, Alwapet",,CHENNAI,CHENNAI-TN,TAMIL NADU,600018,9.19003E+11,info@starhavells.com,"No.354/241, TTK Road, Alwapet,"
Star Electric Agencies,"No.354/241, TTK Road, Alwapet",,CHENNAI,CHENNAI-TN,TAMIL NADU,600018,9.19003E+11,info@starhavells.com,"No.354/241, TTK Road, Alwapet,"
Thangam Enterprises,"No.1, Central Warehousing Corporation","Arcot Rd,Ayyavupuram,Virugambakkam,KK Ng",CHENNAI,CHENNAI-TN,TAMIL NADU,600092,9.1979E+11,trade@thangam.co.in,"No.1, Central Warehousing Corporation,Arcot Rd,Ayyavupuram,Virugambakkam,KK Ng"
Mahaveer Electric Agencies (Ma,"209/143, Sydenhams Road,  Periamet,",,CHENNAI,CHENNAI-TN,TAMIL NADU,600003,9884037111,mahaveer@mahaveermds.com,"209/143, Sydenhams Road,  Periamet,,"
Mahaveer Electric Agencies (Ma,"209/143, Sydenhams Road,  Periamet,",,CHENNAI,CHENNAI-TN,TAMIL NADU,600003,9884037111,mahaveer@mahaveermds.com,"209/143, Sydenhams Road,  Periamet,,"
Aryaman,"2nd Floor, No.1, Bhagirathi Ammal Street",T Nagar,CHENNAI,CHENNAI-TN,TAMIL NADU,600017,7338857567,aryamanelect@gmail.com,"2nd Floor, No.1, Bhagirathi Ammal Street,T Nagar"
Aryaman,"2nd Floor, No.1, Bhagirathi Ammal Street",T Nagar,CHENNAI,CHENNAI-TN,TAMIL NADU,600017,7338857567,aryamanelect@gmail.com,"2nd Floor, No.1, Bhagirathi Ammal Street,T Nagar"
Ratnakamal Enterprises,"Ground Floor, 130 Annapillai Street,","Sowcarpet, Chennai",CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9884777275,Ratnakamalenterprises@gmail.com,"Ground Floor, 130 Annapillai Street,,Sowcarpet, Chennai"
Polycraft,"Old No.6, New No. 11, 2nd Street","Rangarajapuram, Saidapet",CHENNAI,CHENNAI-TN,TAMIL NADU,600015,9444060016,polycraft7@yahoo.com,"Old No.6, New No. 11, 2nd Street,Rangarajapuram, Saidapet"
Padmashri Electricals,"No.19/16, Reddy Raman Street",Sowcarpet,CHENNAI,CHENNAI-TN,TAMIL NADU,600079,9.19952E+11,padmashrielectricals@gmail.com,"No.19/16, Reddy Raman Street,Sowcarpet"
Siva Sakthi Associates,"New No  26 , Old No 13, Dr. Sadasivam Road,","T Nagar, Chennai",CHENNAI,CHENNAI-TN,TAMIL NADU,600017,8778733163,Janak.chandarana@gmail.com,"New No  26 , Old No 13, Dr. Sadasivam Road,,T Nagar, Chennai"
Pandian Home Appliances,"Old No 59 , New No 123, Paper Mills Road","Perambur, Chennai",CHENNAI,CHENNAI-TN,TAMIL NADU,600011,9840798484,Pha_ran.homelyneeds@yahoo.in,"Old No 59 , New No 123, Paper Mills Road,Perambur, Chennai"
Sumangali Enterprises Llp,"First Floor, 251/1 , Ttk Road,","Alwarpet,",CHENNAI,CHENNAI-TN,TAMIL NADU,600018,9976664522,Bestbharat@gmail.com,"First Floor, 251/1 , Ttk Road,,Alwarpet,"
Kushal Electric Company,"2nd Floor, 6, Gangadeeswar Koil Street,",Chennai,CHENNAI,CHENNAI-TN,TAMIL NADU,600007,9841173490,Kecnorisys@gmail.co,"2nd Floor, 6, Gangadeeswar Koil Street,,Chennai"
Padmavathi Agencies,"No 218, Paper Mills Road,",Perambur,CHENNAI,CHENNAI-TN,TAMIL NADU,600011,9840089385,Padmavathiagenciesperambur@gmail.com,"No 218, Paper Mills Road,,Perambur"
Santhosh Super Stores,"C-33, IInd Avenue, Anna Nagar,",,CHENNAI,CHENNAI-TN,TAMIL NADU,600102,9.1984E+11,accounts@santhossuperstores.com,"C-33, IInd Avenue, Anna Nagar,,"
Konarkk And Co,"2/162, East Coast Road, Kottivakkam,",Chennai,CHENNAI,CHENNAI-TN,TAMIL NADU,600041,9840839100,Konarkk_co@rediffmail.com,"2/162, East Coast Road, Kottivakkam,,Chennai"
Sri Navakar Electricals,"New No.174/Old No.158,","Shop No.7A, Govindappa Naicken Street",CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9.19841E+11,srinavakarele@gmail.com,"New No.174/Old No.158,,Shop No.7A, Govindappa Naicken Street"
Sapna Electrical Agency,"120/6, Govindappa Naicken Street",,CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9.1984E+11,sapanaele@rediffmail.com,"120/6, Govindappa Naicken Street,"
Konzept Energy Services India,"Ah37, 8th Main Road Naduvankarai Bridge Road","Santhi Colony ,Annanagar",CHENNAI,CHENNAI-TN,TAMIL NADU,600040,9884648401,EPC@konzeptenergy.net,"Ah37, 8th Main Road Naduvankarai Bridge Road,Santhi Colony ,Annanagar"
Orient Electricals And Enginee,"Y 215, 2nd Avenue, Anna Nagar",,CHENNAI,CHENNAI-TN,TAMIL NADU,600040,9790730900,Oee1957@gmail.com,"Y 215, 2nd Avenue, Anna Nagar,"
Omsakthi Electricals And Hardw,"No.9,Saravambakkam Koot Road, Chithamur Village",Cheyyur Taluk,KANCHIPURAM,CHEYYUR-TN,TAMIL NADU,603313,9.19788E+11,senthiloseh@gmail.com,"No.9,Saravambakkam Koot Road, Chithamur Village,Cheyyur Taluk"
Sri Vengateswara & Co,"33,prabha Garden",Annamalai Nagar,CUDDALORE,CHIDAMBARAM-TN,TAMIL NADU,608002,6382883543,Jayamguna85@gmail.com,"33,prabha Garden,Annamalai Nagar"
Azeksim Tech Solutions,"Plot No.43, Jayam Nagar, Pothan Colony, Kalavai Road",Arcot,VELLORE,ARCOT-TN,TAMIL NADU,632503,9.1984E+11,shahul.azeksim@gmail.com,"Plot No.43, Jayam Nagar, Pothan Colony, Kalavai Road,Arcot"
Makey Electricals,"252, Anna Salai,",Arcot,VELLORE,ARCOT-TN,TAMIL NADU,632503,9.19443E+11,makey_elect@yahoo.com,"252, Anna Salai,,Arcot"
Makey Electricals,"252, Anna Salai,",Arcot,VELLORE,ARCOT-TN,TAMIL NADU,632503,9.19443E+11,makey_elect@yahoo.com,"252, Anna Salai,,Arcot"
Areena Corporate Services LLP,"Old No.45, New 30, Kamaraj Road",Red Fields,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641018,9.19842E+11,areenacorporate@yahoo.in,"Old No.45, New 30, Kamaraj Road,Red Fields"
Ayya Trading,"107A, Park Street,",Kattoor,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641009,9.19994E+11,ayyatrading@yahoo.com,"107A, Park Street,,Kattoor"
Ayya Trading,"107A, Park Street,",Kattoor,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641009,9.19994E+11,ayyatrading@yahoo.com,"107A, Park Street,,Kattoor"
City Lights,"235-A, Chinnasamy Naidu Road,","New Sidhapudur,",COIMBATORE,COIMBATORE-TN,TAMIL NADU,641044,9.19842E+11,power1289@yahoo.in,"235-A, Chinnasamy Naidu Road,,New Sidhapudur,"
City Lights,"235-A, Chinnasamy Naidu Road,","New Sidhapudur,",COIMBATORE,COIMBATORE-TN,TAMIL NADU,641044,9.19842E+11,power1289@yahoo.in,"235-A, Chinnasamy Naidu Road,,New Sidhapudur,"
National Traders,"1956-B, Trichy Road,",,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641045,9.19895E+11,nationaltraders.pumps@gmail.com,"1956-B, Trichy Road,,"
Rishabh Cables And Electricals,"34, R R Samy Lane, Avinashi Road,",,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641016,9.17708E+11,sales@rishabhcables.com,"34, R R Samy Lane, Avinashi Road,,"
Sri Meenakshi Electricals,"212, Dr.Nanjappa Road",,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641018,9.19842E+11,sales@smecbe.com,"212, Dr.Nanjappa Road,"
Sri Vigneshwara Electricals,"90H, Marutham Complex","Rangakonar Street, Kattoor",COIMBATORE,COIMBATORE-TN,TAMIL NADU,641009,9.19865E+11,srivigneshwarasve@yahoo.com,"90H, Marutham Complex,Rangakonar Street, Kattoor"
Sri Vigneshwara Electricals,"90H, Marutham Complex","Rangakonar Street, Kattoor",COIMBATORE,COIMBATORE-TN,TAMIL NADU,641009,9.19865E+11,srivigneshwarasve@yahoo.com,"90H, Marutham Complex,Rangakonar Street, Kattoor"
Geethanjali Engineering,"6/290,S Skulam, P.G. Pudur","Kovilpalayam, Annur Thaluk",COIMBATORE,COIMBATORE-TN,TAMIL NADU,641107,9.19843E+11,geethengg@gmail.com,"6/290,S Skulam, P.G. Pudur,Kovilpalayam, Annur Thaluk"
Mahadev Tiles And Sanitaries,371/373 A Trichy Road Singanallur,Coimbatore,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641005,9843866675,Mahadev.tiles.sanitary@gmail.com,"371/373 A Trichy Road Singanallur,Coimbatore"
Madonna Enterprise,"844 3rd Floor,Trichy Road Ramanathapuranm",,COIMBATORE,COIMBATORE-TN,TAMIL NADU,641045,9843767777,havellsgalaxytrichyroad@gmail.com,"844 3rd Floor,Trichy Road Ramanathapuranm,"
Sri Suseela Electrical,"No.79 A, Lawrence Road",,CUDDALORE,CUDDALORE-TN,TAMIL NADU,607002,9.19843E+11,suseelababu47@gmail.com,"No.79 A, Lawrence Road,"
Sri Sai Marketing,"5,Sri Mangai Mahal Premises, Imperial Road",,CUDDALORE,CUDDALORE-TN,TAMIL NADU,607003,9.19443E+11,srisaimarketing1969@gmail.com,"5,Sri Mangai Mahal Premises, Imperial Road,"
A.Vone Electrical,"No.36,Bharathi Road,1st Floor",,CUDDALORE,CUDDALORE-TN,TAMIL NADU,607001,9.19442E+11,avoneelectrical@gmail.com,"No.36,Bharathi Road,1st Floor,"
Kongunadu Traders,"No.5, Pappan Building, Katcherimedu",,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636810,9.19443E+11,kongunadu.balu@gmail.com,"No.5, Pappan Building, Katcherimedu,"
Tharun Agencies,"58,59A, Pennagaram Road",Kumarasamy Pet Bus Stop,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636701,9.19994E+11,senivenkat@gmail.com,"58,59A, Pennagaram Road,Kumarasamy Pet Bus Stop"
Goutham Enterprises,"9, Arumuga Achari Street",Dharmapuri,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636701,9715143399,Gouthamjaingm@gmail.com,"9, Arumuga Achari Street,Dharmapuri"
Goutham Enterprises,"9, Arumuga Achari Street",Dharmapuri,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636701,9715143399,Gouthamjaingm@gmail.com,"9, Arumuga Achari Street,Dharmapuri"
Goutham Electricals,"55/15, Pennagaram Road,",,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636701,9688809777,itsmecooldude15@gmail.com,"55/15, Pennagaram Road,,"
Best Electricals,"C/15, Salem Main Road,  Bharathipuram",Dharmapuri,DHARMAPURI,DHARMAPURI-TN,TAMIL NADU,636705,7010988095,Dpibestelectricals@gmail.com,"C/15, Salem Main Road,  Bharathipuram,Dharmapuri"
Siva Aruna Agencies,"24,Govindapillai Lane,South Car Street",,DINDIGUL,DINDIGUL-TN,TAMIL NADU,624001,9.18012E+11,sivaarunadgl@gmail.com,"24,Govindapillai Lane,South Car Street,"
S.N. Pipe Traders,"8,K.T.N. Complex,Nadar Pettai",Society Street,DINDIGUL,DINDIGUL-TN,TAMIL NADU,624001,9.19865E+11,prabaharini123@gmail.com,"8,K.T.N. Complex,Nadar Pettai,Society Street"
Sri  Amman Electricals,"31/1, Pensioner Street",,DINDIGUL,DINDIGUL-TN,TAMIL NADU,624001,9.19363E+11,trajeshkan@gmail.com,"31/1, Pensioner Street,"
Tamilnadu Marketings,"148/1, Pandian Nagar",Ambathurai-Gandhigram,DINDIGUL,DINDIGUL-TN,TAMIL NADU,624302,9.19977E+11,saivasan@yahoo.com,"148/1, Pandian Nagar,Ambathurai-Gandhigram"
Universal Pipes,"73, Gomath Lodge Building,Palani Rd.",,DINDIGUL,DINDIGUL-TN,TAMIL NADU,624001,9952172008,universalpipesdgl@gmail.com,"73, Gomath Lodge Building,Palani Rd.,"
Ashokaa Traders,19/11. E.V.K. Sampath Road 1St Floor,,ERODE,ERODE-TN,TAMIL NADU,638003,9.19843E+11,anandengg@yahoo.com,"19/11. E.V.K. Sampath Road 1St Floor,"
Ashokaa Traders,19/11. E.V.K. Sampath Road 1St Floor,,ERODE,ERODE-TN,TAMIL NADU,638003,9.19843E+11,anandengg@yahoo.com,"19/11. E.V.K. Sampath Road 1St Floor,"
Best Marketing,"33-A, Ganga Complex, Agilmedu 4Th Stree",,ERODE,ERODE-TN,TAMIL NADU,638001,9.19567E+11,bestmarketingerode@gmail.com,"33-A, Ganga Complex, Agilmedu 4Th Stree,"
Best Marketing,"33-A, Ganga Complex, Agilmedu 4Th Stree",,ERODE,ERODE-TN,TAMIL NADU,638001,9.19567E+11,bestmarketingerode@gmail.com,"33-A, Ganga Complex, Agilmedu 4Th Stree,"
Crown Electricals,"294/A, Sathy Road",,ERODE,ERODE-TN,TAMIL NADU,638003,9.19895E+11,gbhandari007@gmail.com,"294/A, Sathy Road,"
Crown Electricals,"294/A, Sathy Road",,ERODE,ERODE-TN,TAMIL NADU,638003,9.19895E+11,gbhandari007@gmail.com,"294/A, Sathy Road,"
Annai Trading Corporation,"L-4,Electrical And Electronics Ind.Estate",,KRISHNAGIRI,HOSUR-TN,TAMIL NADU,635109,9.19004E+11,annaitading@gmail.com,
Annai Trading Corporation,"L-4,Electrical And Electronics Ind.Estate",,KRISHNAGIRI,HOSUR-TN,TAMIL NADU,635109,9.19004E+11,annaitading@gmail.com,
Sri Nagneswari Industries,"422/A, Sivasakthi Nagar,","Phase X, Payakotta Hudco",KRISHNAGIRI,HOSUR-TN,TAMIL NADU,635109,9.19488E+11,rajesh0162003@gmail.com,"422/A, Sivasakthi Nagar,,Phase X, Payakotta Hudco"
Sri Nagneswari Industries,"422/A, Sivasakthi Nagar,","Phase X, Payakotta Hudco",KRISHNAGIRI,HOSUR-TN,TAMIL NADU,635109,9.19488E+11,rajesh0162003@gmail.com,"422/A, Sivasakthi Nagar,,Phase X, Payakotta Hudco"
Shree Saravana Electricals,"647/1B3, Bangalore National Highway, Nr.Sai Sakthi Lodge",,KRISHNAGIRI,HOSUR-TN,TAMIL NADU,635109,9842789055,sse_hosur@yahoo.com,"647/1B3, Bangalore National Highway, Nr.Sai Sakthi Lodge,"
Jothi Electrical,"15/20, Market Junction,Nr.Canara Bank",Kulasekharam Post,KANYAKUMARI,KALKULAM-TN,TAMIL NADU,629161,9.19489E+11,jothielectrical@gmail.com,"15/20, Market Junction,Nr.Canara Bank,Kulasekharam Post"
S.S. Lightes,"16/1-2, Sowmiya Building,Palace Road",Thuckala P.O.,KANYAKUMARI,KALKULAM-TN,TAMIL NADU,629175,9.19443E+11,sslightes@gmail.com,"16/1-2, Sowmiya Building,Palace Road,Thuckala P.O."
S.S. Lightes,"16/1-2, Sowmiya Building,Palace Road",Thuckala P.O.,KANYAKUMARI,KALKULAM-TN,TAMIL NADU,629175,9.19443E+11,sslightes@gmail.com,"16/1-2, Sowmiya Building,Palace Road,Thuckala P.O."
Vijai Paints,"28/75A1, Karai Kandar Konam","Manali Road, Manali, Thuckalay Post",KANYAKUMARI,KALKULAM-TN,TAMIL NADU,629175,9.19443E+11,msvijayakumar74@yahoo.com,"28/75A1, Karai Kandar Konam,Manali Road, Manali, Thuckalay Post"
Mahadevi Agency,"No 60 , Lala Kuttai Street",Kanchipuram,CHENNAI,KANCHIPURAM-TN,TAMIL NADU,631501,7904893576,Kannanragavan65@gmail.com,"No 60 , Lala Kuttai Street,Kanchipuram"
Sugana Electrical And Hardware,"4/52J, V.V. Giri Complex,Palladam Road",,ERODE,KANGAYAM-TN,TAMIL NADU,641605,9.19486E+11,suganaEle.hardware@gmail.com,"4/52J, V.V. Giri Complex,Palladam Road,"
Kumar Hardwares And Electrical,Old Bus Stand,Chinna Salem,VILUPPURAM,KALLAKKURICHI-TN,TAMIL NADU,606201,9843377128,Kumarelect_csalem@yahoo.com,"Old Bus Stand,Chinna Salem"
Thenral Electricals & Pipes,"No 27-e,f,gandthi Road,",,VILUPPURAM,KALLAKKURICHI-TN,TAMIL NADU,606202,9047024926,Thanralelectricalspipes27@gmail.com,"No 27-e,f,gandthi Road,,"
S.K. Agencies,"No 8  ,  Naval Nagar 7th Cross Street","Front side East, Kadhaparai Village,",KARUR,KARUR-TN,TAMIL NADU,639006,9.19843E+11,skagencieskarur@gmail.com,"No 8  ,  Naval Nagar 7th Cross Street,Front side East, Kadhaparai Village,"
Sumathi Electricals,"21, Trichy Main Road",Puliyur,KARUR,KARUR-TN,TAMIL NADU,639114,9003690184,senndhil83@hotmail.com,"21, Trichy Main Road,Puliyur"
Sumathi Electricals,"21, Trichy Main Road",Puliyur,KARUR,KARUR-TN,TAMIL NADU,639114,9003690184,senndhil83@hotmail.com,"21, Trichy Main Road,Puliyur"
Aditya Enterprises,"72C, Danush Kodiapuram Street",,TUTICORIN,KOVILPATTI-TN,TAMIL NADU,628501,9.18668E+11,karthicraja1612@gmail.com,"72C, Danush Kodiapuram Street,"
Harish Electricals,"116A, Vellore Road, Katpadi",,VELLORE,KATPADI-TN,TAMIL NADU,632007,9.1915E+11,electricals.harish@yahoo.com,"116A, Vellore Road, Katpadi,"
Sanmaar Engineering,"3/577-3, Rayappa Mudali Street,",Jakkapan Nagar,DHARMAPURI,KRISHNAGIRI-TN,TAMIL NADU,635001,9789755551,arul.sanmaar@gmail.com,"3/577-3, Rayappa Mudali Street,,Jakkapan Nagar"
Supreme Electro Controls,"19,Ground Floor,Adamsa Lane",West Masi Street,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19843E+11,supreme.secon@yahoo.com,"19,Ground Floor,Adamsa Lane,West Masi Street"
Sri Balaji Traders,"No.6,Bharathi Nagar,Kurinji Street",Alagappan Nagar,MADURAI,MADURAI-TN,TAMIL NADU,625003,9842134557,sbtmadurai@yahoo.com,"No.6,Bharathi Nagar,Kurinji Street,Alagappan Nagar"
Jayalakshmi Electricals,"663 34A, Madhurai Road,","Opp. Boy PKN School, Tirumangalam,",MADURAI,MADURAI-TN,TAMIL NADU,625706,8870299999,jayalakshmielectricals.je@gmail.com,"663 34A, Madhurai Road,,Opp. Boy PKN School, Tirumangalam,"
Nelco Electricals,"133,New No.365,West Masi Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19994E+11,nelcoelectrical@gmail.com,"133,New No.365,West Masi Street,"
Pitchaimani Trading Company,"No.325,North Masi Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19344E+11,ptckannan@yahoo.com,"No.325,North Masi Street,"
Rajdeep Electricals,"139, West Masi Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19443E+11,hanjaram28@gmail.com,"139, West Masi Street,"
Shikar Industrial Suppliers,"11, Perumal Theppakulam East","Town Hall Road,",MADURAI,MADURAI-TN,TAMIL NADU,625001,7010913360,shikharindustrial@yahoo.com,"11, Perumal Theppakulam East,Town Hall Road,"
Sree Krishna Electricals,"69,West Avani Moola Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19842E+11,lalith_morthi@yahoo.com,"69,West Avani Moola Street,"
Sri Kamatchi Electricals,"14-A,Commanding Officer,2nd Lane","West Masi Street,",MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19363E+11,srikamatchi2012@gmail.com,"14-A,Commanding Officer,2nd Lane,West Masi Street,"
Sri Kamatchi Electricals,"14-A,Commanding Officer,2nd Lane","West Masi Street,",MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19363E+11,srikamatchi2012@gmail.com,"14-A,Commanding Officer,2nd Lane,West Masi Street,"
Sree SP A Enterprises,"2nd Floor, Door No.217, North Marat Street",Mannar Thirumalai Road,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19699E+11,sreespae@gmail.com,"2nd Floor, Door No.217, North Marat Street,Mannar Thirumalai Road"
Sugan Enterprises,95 West Avani Moola Street,,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19842E+11,badrisugan@gmail.com,"95 West Avani Moola Street,"
Sugan Enterprises,95 West Avani Moola Street,,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19842E+11,badrisugan@gmail.com,"95 West Avani Moola Street,"
Kanna Corporation,"7/2,ACM Towers,Abdul Gafferkhan Road",Chinna Chokkikulam,MADURAI,MADURAI-TN,TAMIL NADU,625002,9.19656E+11,kannamadurai1@gmail.com,"7/2,ACM Towers,Abdul Gafferkhan Road,Chinna Chokkikulam"
Gaurav Electric And Lights,"295,West Masi Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19443E+11,geleclights@gmail.com,"295,West Masi Street,"
Sri Sakthi Agencies,"Room No-3,Sri Ramakrishna Lodge",15 West Masi Street,MADURAI,MADURAI-TN,TAMIL NADU,625001,9.19787E+11,srisakthiagenciesmdu@gmail.com,"Room No-3,Sri Ramakrishna Lodge,15 West Masi Street"
Pandian Plastic Traders,"Ground Floor, 34, Padian Plastic Traders,","West Avani Moola Street, Madurai",MADURAI,MADURAI-TN,TAMIL NADU,625001,9843251937,Pansenthil@gmail.com,"Ground Floor, 34, Padian Plastic Traders,,West Avani Moola Street, Madurai"
Taj Electricals,"214, West Masi Street",,MADURAI,MADURAI-TN,TAMIL NADU,625001,9585722540,tajelectricals1947@gmail.com,"214, West Masi Street,"
Lv Enterprises,"No. 12/2,ram Nagar,",Bye Pass Road,MADURAI,MADURAI-TN,TAMIL NADU,625010,7708224576,Info@lventerprisesindia.com,"No. 12/2,ram Nagar,,Bye Pass Road"
Ananda Trading House,"144,145,5th Cross Street, Anna Nagar",Madurai,MADURAI,MADURAI-TN,TAMIL NADU,625020,7373770770,Accounts@anandatradinghouse.com,"144,145,5th Cross Street, Anna Nagar,Madurai"
Pavishka Agencies,"4/120B, Agram Main Road,","Kaveripattinam,",DHARMAPURI,KAVERIPATTINAM-TN,TAMIL NADU,635112,8248773023,pavishkaagencies@gmail.com,"4/120B, Agram Main Road,,Kaveripattinam,"
Shri Pavishka Traders,"4/120-B, Agaram Main Road",Krishnagiri,DHARMAPURI,KAVERIPATTINAM-TN,TAMIL NADU,635112,9600882249,Shripavishkatraders@gmail.com,"4/120-B, Agaram Main Road,Krishnagiri"
A.M.R. Agencies,"No.314/A3,E.C. Road",Manamelkudi,PUDUKKOTTAI,MANAMELKUDI-TN,TAMIL NADU,614620,9.19629E+11,amrhardwares@live.com,"No.314/A3,E.C. Road,Manamelkudi"
Jagdish Electricals,"A.H. Road,",,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,kanandever@yahoo.com,"A.H. Road,,"
Sri Balaji Enterprises,Nyamo Lotha Road,,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,yash2221@yahoo.in,"Nyamo Lotha Road,"
Sanmati Marketing,"H.No.20, Near Mayur Hotel, G.S. Road",,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,rj2877@gmail.com,"H.No.20, Near Mayur Hotel, G.S. Road,"
Sri Balaji Enterprises,Nyamo Lotha Road,,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,yash2221@yahoo.in,"Nyamo Lotha Road,"
Vikash Electrical Store,Church Road,,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,vesdmp@gmail.com,"Church Road,"
Vikash Electrical Store,Church Road,,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9.19436E+11,vesdmp@gmail.com,"Church Road,"
Debasish  M Chowdhury,"Opp. Idbi Bank ,Khermahal ,",Circular Road,DIMAPUR,DIMAPUR-NL,NAGALAND,797112,9436003456,Debasish1900@gmail.com,"Opp. Idbi Bank ,Khermahal ,,Circular Road"
Mahalakshmi Electricals,"No.72, Mela Raja Veedhi",Mannargudi,THIRUVARUR,MANNARGUDI-TN,TAMIL NADU,614001,9.19678E+11,mahalakshmielectricals01@gmail.com,"No.72, Mela Raja Veedhi,Mannargudi"
Mahalakshmi Electricals,"No.72, Mela Raja Veedhi",Mannargudi,THIRUVARUR,MANNARGUDI-TN,TAMIL NADU,614001,9.19678E+11,mahalakshmielectricals01@gmail.com,"No.72, Mela Raja Veedhi,Mannargudi"
Arun Hardwares,"No.44, Vallal MGR Salai, HIG NH-1",Maraimalainagar,KANCHIPURAM,MARAIMALAINAGAR-TN,TAMIL NADU,603209,9.19094E+11,arunhardwares@gmail.com,"No.44, Vallal MGR Salai, HIG NH-1,Maraimalainagar"
Arun Hardwares,"No.44, Vallal MGR Salai, HIG NH-1",Maraimalainagar,KANCHIPURAM,MARAIMALAINAGAR-TN,TAMIL NADU,603209,9.19094E+11,arunhardwares@gmail.com,"No.44, Vallal MGR Salai, HIG NH-1,Maraimalainagar"
Guhan Electrical Agencies,"111/8, MG Road",Koranad Mayiladuthurai,NAGAPATTINAM,MAYILADUTHURAI-TN,TAMIL NADU,609001,9.1915E+11,guhanelecandpipes@gmail.com,"111/8, MG Road,Koranad Mayiladuthurai"
Elite Marketing,"No.17, Pattamangala Street,Near Vairam Hospital",Mayil City Mega Mall,NAGAPATTINAM,MAYILADUTHURAI-TN,TAMIL NADU,609001,9.1915E+11,elitelitesales@gmail.com,"No.17, Pattamangala Street,Near Vairam Hospital,Mayil City Mega Mall"
Indian Stores,"124, Public Office Road, Velipalayam",,NAGAPATTINAM,NAGAPATTINAM-TN,TAMIL NADU,611001,9.19842E+11,isnagoi2018@gmail.com,"124, Public Office Road, Velipalayam,"
Sai Kripa Trading Co.,"44, Keerti Complex, Kamarajar Street",,SALEM,METTUR-TN,TAMIL NADU,636001,9.19843E+11,amit_rohra@yahoo.com,"44, Keerti Complex, Kamarajar Street,"
Shri Rukmani Agencies,"103-C,Arunachala Asari Street",,SALEM,METTUR-TN,TAMIL NADU,636001,9.19488E+11,shrirukmaniagencies.salem@gmail.com,"103-C,Arunachala Asari Street,"
Vardhman Electricals,"66, Arunachala Achar Street",,SALEM,METTUR-TN,TAMIL NADU,636001,9.19345E+11,vardhamanhavells@gmail.com,"66, Arunachala Achar Street,"
